Date,Adj Close
2022-05-02,17.5
2022-05-03,17.530000686645508
2022-05-04,18.1299991607666
2022-05-05,15.380000114440918
2022-05-06,14.920000076293945
2022-05-09,13.550000190734863
2022-05-10,13.4399995803833
2022-05-11,12.710000038146973
2022-05-12,13.100000381469727
2022-05-13,14.3100004196167
2022-05-16,14.550000190734863
2022-05-17,16.6299991607666
2022-05-18,15.829999923706055
2022-05-19,16.65999984741211
2022-05-20,16.440000534057617
2022-05-23,16.0
2022-05-24,14.630000114440918
2022-05-25,14.640000343322754
2022-05-26,16.030000686645508
2022-05-27,16.56999969482422
2022-05-31,17.389999389648438
2022-06-01,17.56999969482422
2022-06-02,18.850000381469727
2022-06-03,18.079999923706055
2022-06-06,19.18000030517578
2022-06-07,19.649999618530273
2022-06-08,20.3799991607666
2022-06-09,18.81999969482422
2022-06-10,18.139999389648438
2022-06-13,15.989999771118164
2022-06-14,18.65999984741211
2022-06-15,20.110000610351562
2022-06-16,19.18000030517578
2022-06-17,20.770000457763672
2022-06-21,22.65999984741211
2022-06-22,22.549999237060547
2022-06-23,23.049999237060547
2022-06-24,24.079999923706055
2022-06-27,22.950000762939453
2022-06-28,22.360000610351562
2022-06-29,21.860000610351562
2022-06-30,21.719999313354492
2022-07-01,21.360000610351562
2022-07-05,22.18000030517578
2022-07-06,20.829999923706055
2022-07-07,22.5
2022-07-08,22.600000381469727
2022-07-11,20.56999969482422
2022-07-12,20.8700008392334
2022-07-13,21.09000015258789
2022-07-14,21.049999237060547
2022-07-15,20.719999313354492
2022-07-18,20.84000015258789
2022-07-19,20.200000762939453
2022-07-20,20.3700008392334
2022-07-21,20.68000030517578
2022-07-22,19.239999771118164
2022-07-25,19.329999923706055
2022-07-26,19.040000915527344
2022-07-27,19.3799991607666
2022-07-28,19.489999771118164
2022-07-29,19.729999542236328
2022-08-01,20.18000030517578
2022-08-02,20.18000030517578
2022-08-03,20.299999237060547
2022-08-04,20.899999618530273
2022-08-05,20.219999313354492
2022-08-08,20.170000076293945
2022-08-09,19.170000076293945
2022-08-10,20.049999237060547
2022-08-11,20.81999969482422
2022-08-12,21.110000610351562
2022-08-15,21.299999237060547
2022-08-16,20.90999984741211
2022-08-17,20.079999923706055
2022-08-18,19.90999984741211
2022-08-19,19.049999237060547
2022-08-22,18.950000762939453
2022-08-23,18.290000915527344
2022-08-24,18.8700008392334
2022-08-25,20.079999923706055
2022-08-26,19.920000076293945
2022-08-29,19.809999465942383
2022-08-30,19.829999923706055
2022-08-31,19.90999984741211
2022-09-01,18.790000915527344
2022-09-02,17.729999542236328
2022-09-06,17.110000610351562
2022-09-07,17.479999542236328
2022-09-08,17.68000030517578
2022-09-09,19.15999984741211
